acousticness,album,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,track_href,type,uri,valence,lyrics
0.9790000000000001,Transience,https://api.spotify.com/v1/audio-analysis/1qSNKIVLtI7JI8Mzm8qgbx,Steven Wilson,0.5429999999999999,0.16731217880507818,0.155,1qSNKIVLtI7JI8Mzm8qgbx,0.7559999999999999,2,0.092,0.69336496197586,1,Insurgentes (2016 Remaster),0.0326,0.4844634849792636,4,https://api.spotify.com/v1/tracks/1qSNKIVLtI7JI8Mzm8qgbx,audio_features,spotify:track:1qSNKIVLtI7JI8Mzm8qgbx,0.0399,holy mother of a simple one when you smile at me you bring me down you betray your thoughts all your prayers to naught  now out of death you speak in tongues and out of breath your work is done and your dreams absolve and your paths dissolve  and your dreams absolve and your paths dissolve
0.000791,Transience,https://api.spotify.com/v1/audio-analysis/2Fv0CAUbCH1iz1vGmE7Zd3,Steven Wilson,0.297,0.21552183715109693,0.675,2Fv0CAUbCH1iz1vGmE7Zd3,0.0016699999999999998,7,0.22,0.3043326588990441,1,The Pin Drop,0.0471,0.6869750110523989,4,https://api.spotify.com/v1/tracks/2Fv0CAUbCH1iz1vGmE7Zd3,audio_features,spotify:track:2Fv0CAUbCH1iz1vGmE7Zd3,0.04,"carried away by the river that passes through bulrushes on to the sea dragged by the current to rest on the stakes of the breakwater shaded by trees beginnings and endings, love intersecting a rift that will break us apart  love learned in turn dreams burned  i am tired of struggling and the rain is beating down on me i tried to be the way that he wanted me to be i did not hear the pin drop down i did not hear my heart  i have not lived and loved enough things are left unsaid, undone it was not to meant to be like this drifting off without a kiss we built our love, we built our ark nothing ends before it starts i cannot feel my arms and legs i don't deserve this bitter end"
0.433,Transience,https://api.spotify.com/v1/audio-analysis/5efEtCrb9v9OKlQ3u4pYAR,Steven Wilson,0.552,0.2224058726260747,0.44299999999999995,5efEtCrb9v9OKlQ3u4pYAR,0.0034,4,0.32799999999999996,0.43549849996511547,0,Happy Returns (Edit),0.0286,0.7316003873602661,4,https://api.spotify.com/v1/tracks/5efEtCrb9v9OKlQ3u4pYAR,audio_features,spotify:track:5efEtCrb9v9OKlQ3u4pYAR,0.20800000000000002,"hey brother, happy returns, it's been a while now i bet you thought that i was dead but i'm still here, nothing's changed  hey brother, i'd love to tell you i've been busy but that would be a lie 'cause the truth is the years just pass like trains i wave but they don't slow down  hey brother, i see the freaks and dispossessed on day release avoiding the police i feel i'm falling once again but now there's no one left to catch me  hey brother, i feel i'm living in parentheses and i got trouble with the bills do the kids remember me? well i got gifts for them, and for you and sorrow but i'm feeling kind of drowsy now so i'll finish this tomorrow"
0.768,Transience,https://api.spotify.com/v1/audio-analysis/2jSFnKR7svw8tfg0VZzxDd,Steven Wilson,0.214,0.2521665157260174,0.251,2jSFnKR7svw8tfg0VZzxDd,0.68,11,0.537,0.4627084350798856,0,Deform to Form a Star (Edit),0.036000000000000004,0.2462632365634408,4,https://api.spotify.com/v1/tracks/2jSFnKR7svw8tfg0VZzxDd,audio_features,spotify:track:2jSFnKR7svw8tfg0VZzxDd,0.0607,"oh once in a while i learn how to smile horses, shadows, and rain on stone  no god here i'm sure this must be the cure for all this carrion and aimless drift  retreat from the begging and invites to the wedding revelation means nothing here  in time we forget our need to devour all the stories of tortured souls  crawl into your arms become the night forever coiled and close, the moment froze deform to form a star here on earth together i got time to share and a well used stare  this smile isn't pure certain or sure cold precision was never there  the way we uncoil return to the soil flaws are everything and chaos reigns"
0.00613,Transience,https://api.spotify.com/v1/audio-analysis/26w4MNxK4N2WuomauOGOst,Steven Wilson,0.47200000000000003,0.19411752531556584,0.8440000000000001,26w4MNxK4N2WuomauOGOst,0.00043,10,0.617,0.3357985069420219,1,Happiness III,0.0344,0.7892465421780595,4,https://api.spotify.com/v1/tracks/26w4MNxK4N2WuomauOGOst,audio_features,spotify:track:26w4MNxK4N2WuomauOGOst,0.456,
0.8759999999999999,Transience,https://api.spotify.com/v1/audio-analysis/7ncXUHa2qzqVxXpCh0qe69,Steven Wilson,0.361,0.19922809736992164,0.0613,7ncXUHa2qzqVxXpCh0qe69,0.000926,7,0.0715,0.69336496197586,1,Thank You,0.0338,0.8848076882591945,4,https://api.spotify.com/v1/tracks/7ncXUHa2qzqVxXpCh0qe69,audio_features,spotify:track:7ncXUHa2qzqVxXpCh0qe69,0.255,
0.0234,Transience,https://api.spotify.com/v1/audio-analysis/6kIECoujyg1XtYCnDhGoAs,Steven Wilson,0.522,0.20503306777770405,0.38799999999999996,6kIECoujyg1XtYCnDhGoAs,0.629,0,0.633,0.44568478336705497,1,Index,0.0325,0.3948390560198733,4,https://api.spotify.com/v1/tracks/6kIECoujyg1XtYCnDhGoAs,audio_features,spotify:track:6kIECoujyg1XtYCnDhGoAs,0.134,"i'm a collector, i collect anything i find i never throw anything away that's mine and i'd collect you too if i was given half a chance and trap you under the glass and add my autograph  i catalog, i preserve, and i index and file you into my collectable rolodex i keep the rubbish what other people give away and keep all of the pieces in a metal tray  hoard - collect - file - index catalog - preserve - amass - index  i'm a collector and i've always been misunderstood i like the things that people always seem to overlook i gather up and catalog it in a book i wrote there's so much now that i forget if i don't make a note  if i collected you and put you in a little cage i could take you out and study you every day it isn't easy being me, it's kind of lonely work my obligation to collecting is my only thirst"
0.0215,Transience,https://api.spotify.com/v1/audio-analysis/5HP8yjzqiYLh8KqPdW8ryB,Steven Wilson,0.62,0.1812094235494532,0.807,5HP8yjzqiYLh8KqPdW8ryB,0.00221,1,0.135,0.3972650526756436,0,Hand Cannot Erase,0.0295,0.7264057598787395,3,https://api.spotify.com/v1/tracks/5HP8yjzqiYLh8KqPdW8ryB,audio_features,spotify:track:5HP8yjzqiYLh8KqPdW8ryB,0.643,"together we have this love even so it's not enough bruised and burned we won't lose heart just because life gets hard  writing lying emails to our friends back home feeling guilty if we sometimes wanna be alone  hand cannot erase this love  a love like this makes us strong we laugh it off when things go wrong  it's not you, forgive me if i find i need more space 'cause trust means we don't have to be together every day  hand cannot erase this love"
0.0409,Transience,https://api.spotify.com/v1/audio-analysis/1TUdpDRzVEp3SGAnmoZzJD,Steven Wilson,0.397,0.16975934422532474,0.409,1TUdpDRzVEp3SGAnmoZzJD,0.006509999999999999,9,0.0689,0.4177771576083165,1,Lazarus (2015 Recording),0.0282,0.9057861939748638,4,https://api.spotify.com/v1/tracks/1TUdpDRzVEp3SGAnmoZzJD,audio_features,spotify:track:1TUdpDRzVEp3SGAnmoZzJD,0.22699999999999998,
0.0414,Transience,https://api.spotify.com/v1/audio-analysis/3UHjqHk7mTW6pGeQQUT1WK,Steven Wilson,0.447,0.3263244060681709,0.349,3UHjqHk7mTW6pGeQQUT1WK,0.401,2,0.102,0.4056373404032652,1,Drive Home,0.0314,0.6521967958569294,4,https://api.spotify.com/v1/tracks/3UHjqHk7mTW6pGeQQUT1WK,audio_features,spotify:track:3UHjqHk7mTW6pGeQQUT1WK,0.0756,cold windowpane a car upturned in the rain wait on in vain don't try to bear the blame deal with the pain dust down your wings again  you need to clear away all the jetsam in your brain and face the truth well love can make amends while the darkness always ends you're still alone so drive home  a pause without end a moment in time suspends how could she leave? release all your guilt and breathe give up your pain hold up your head again
0.0031100000000000004,4 1/2,https://api.spotify.com/v1/audio-analysis/5dAikvcKt6LKB09EOzg3V0,Steven Wilson,0.355,0.4109246774045059,0.569,5dAikvcKt6LKB09EOzg3V0,0.171,9,0.087,0.39925347101095376,1,My Book of Regrets,0.0399,0.6417391212816573,4,https://api.spotify.com/v1/tracks/5dAikvcKt6LKB09EOzg3V0,audio_features,spotify:track:5dAikvcKt6LKB09EOzg3V0,0.292,"in the back of a taxi cab in london town it's like watching tv with the sound turned down 'cause i can feel it i've got a buzzin' in my head and i'm on my way  i see the kids deserting ships like shopping malls on street corners they ignore their girlfriend's calls 'cause they got plans now and tonight they won't be home  all of this can be read in my book of regrets  don't let it bring you down just wait till the morning comes  sore necks and teenage wrecks in subway worlds and torn tights when drag queens fight suburban girls but they don't care now 'cause they'll soon be safe at home  all of this can be read in my book of regrets  don't let it bring you down just wait till the morning comes  under neon lights she walks home back to her apartment, oh a safe way harbored when she locks the door she could slip away  looking out behind the curtains finding drugs she barely seems to notice and the gas fire starts to buzz when the rain sets in.  in the back of a taxi cab in london town all passed out and dreaming on the underground yes i'm someone but i'm no one all the same  all of this can be read in my book of regrets  all of this can be read in my book of regrets  don't let it bring you down just wait till the morning comes."
0.9440000000000001,4 1/2,https://api.spotify.com/v1/audio-analysis/1iMmanKiRKi5pVxhoMYyCO,Steven Wilson,0.25,0.185093915057882,0.0751,1iMmanKiRKi5pVxhoMYyCO,0.9420000000000001,0,0.0968,0.8526477359938603,1,Year of the Plague,0.0406,0.8366455443043305,3,https://api.spotify.com/v1/tracks/1iMmanKiRKi5pVxhoMYyCO,audio_features,spotify:track:1iMmanKiRKi5pVxhoMYyCO,0.0383,instrumental
0.00628,4 1/2,https://api.spotify.com/v1/audio-analysis/5P92RS2Q8IFbcL5PP9mUuO,Steven Wilson,0.47,0.19411752531556584,0.8490000000000001,5P92RS2Q8IFbcL5PP9mUuO,0.000383,10,0.635,0.3354845461522361,1,Happiness III,0.034,0.7892939096019032,4,https://api.spotify.com/v1/tracks/5P92RS2Q8IFbcL5PP9mUuO,audio_features,spotify:track:5P92RS2Q8IFbcL5PP9mUuO,0.452,
0.87,4 1/2,https://api.spotify.com/v1/audio-analysis/6u8Kh2F2dYcX3IatgPdNUc,Steven Wilson,0.5329999999999999,0.16762119677736362,0.106,6u8Kh2F2dYcX3IatgPdNUc,0.5589999999999999,0,0.25,0.6540152096560385,1,Sunday Rain Sets In,0.0448,0.6421549020020632,4,https://api.spotify.com/v1/tracks/6u8Kh2F2dYcX3IatgPdNUc,audio_features,spotify:track:6u8Kh2F2dYcX3IatgPdNUc,0.0347,instrumental
0.00252,4 1/2,https://api.spotify.com/v1/audio-analysis/5bYAn1VVyKZLcwsyrL6cQd,Steven Wilson,0.5379999999999999,0.2239816501845187,0.645,5bYAn1VVyKZLcwsyrL6cQd,0.8690000000000001,4,0.149,0.4216842252145399,0,Vermillioncore,0.0386,0.4790267573314246,4,https://api.spotify.com/v1/tracks/5bYAn1VVyKZLcwsyrL6cQd,audio_features,spotify:track:5bYAn1VVyKZLcwsyrL6cQd,0.382,instrumental
0.185,4 1/2,https://api.spotify.com/v1/audio-analysis/1Twu0Th2hKL7aJzplIZ6Qs,Steven Wilson,0.49,0.4103194874726398,0.45399999999999996,1Twu0Th2hKL7aJzplIZ6Qs,0.41700000000000004,4,0.0801,0.3868694620805135,0,Don't Hate Me,0.0283,0.4790846508494558,4,https://api.spotify.com/v1/tracks/1Twu0Th2hKL7aJzplIZ6Qs,audio_features,spotify:track:1Twu0Th2hKL7aJzplIZ6Qs,0.157,"a light snow is falling on london all sign of the living has gone the last train pulls into the station and no one gets off and no one gets on  don't hate me i'm not special like you i'm tired and i'm so alone  one light burns in a window it guides all the shadows below inside the ghost of a parting and nothing is left, just the cigarette smoke  don't hate me i'm not special like you i'm tired and i'm so alone don't fight me i know you'll never care can i call you on the telephone, now and then?  don't hate me i'm not special like you i'm tired and i'm so alone don't fight me i know you'll never care can i call you on the telephone, now and then?"
0.0771,Hand Cannot Erase,https://api.spotify.com/v1/audio-analysis/38punNoJGGFWOgOjm8eMRJ,Steven Wilson,0.49,0.5281017232926043,0.354,38punNoJGGFWOgOjm8eMRJ,0.0551,2,0.348,0.4583129840228842,1,First Regret / 3 Years Older,0.0327,0.7612260794509591,4,https://api.spotify.com/v1/tracks/38punNoJGGFWOgOjm8eMRJ,audio_features,spotify:track:38punNoJGGFWOgOjm8eMRJ,0.259,
0.0415,Hand Cannot Erase,https://api.spotify.com/v1/audio-analysis/3L6iaRFenZmnkepJ4Ey9Cm,Steven Wilson,0.619,0.1812094235494532,0.785,3L6iaRFenZmnkepJ4Ey9Cm,0.0026,1,0.136,0.4078699504639643,0,Hand Cannot Erase,0.0291,0.7262741837013958,3,https://api.spotify.com/v1/tracks/3L6iaRFenZmnkepJ4Ey9Cm,audio_features,spotify:track:3L6iaRFenZmnkepJ4Ey9Cm,0.596,"together we have this love even so it's not enough bruised and burned we won't lose heart just because life gets hard  writing lying emails to our friends back home feeling guilty if we sometimes wanna be alone  hand cannot erase this love  a love like this makes us strong we laugh it off when things go wrong  it's not you, forgive me if i find i need more space 'cause trust means we don't have to be together every day  hand cannot erase this love"
